Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Contratación directa,17/01/2020,85001820,"Prestar los servicios profesionales en la Dirección Territorial Suroccidente, para la clasificación, tipificación y preparación de los radicados asignados, así como la revisión organización y creación","Prestar los servicios profesionales en la Dirección Territorial Suroccidente, para la clasificación, tipificación y preparación de los radicados asignados, así como la revisión organización y creación de expedientes virtuales, y su asignación al grupo de gestión de trámites.",26700712,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1045700&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/01/2020,82004720,DTN 036 DE 2020,El contratista se obliga a prestar sus servicios profesionales para sustanciar y proyectar los actos administrativos que resuelvan los trámites que les sean asignados a través del Sistema que la entidad disponga para ello.,46266661,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1055981&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,02/03/2020,82009220,DTN 095 DE 2020,Prestar servicios profesionales en la DT Norte apoyando las labores propias de la estrategia del control social digital y el desarrollo de contenidos pedagógicos en el marco de la promoción de los derechos de los usuarios y los deberes,42272991,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1142423&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/01/2020,17000520,Prestar los servicios de apoyo asistencial y administrativo a la gestión en la Oficina de Control Disciplinario Interno de la Superintendencia de Servicios Públicos Domiciliarios.,Prestar los servicios de apoyo asistencial y administrativo a la gestión en la Oficina de Control Disciplinario Interno de la Superintendencia de Servicios Públicos Domiciliarios.,33000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1038653&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2021,016001921,El contratista se obliga a prestar sus servicios profesionales a la Oficina de Tecnologías de la Información y las Comunicaciones para apoyar las actividades relacionadas con el desarrollo de nuevas S,El contratista se obliga a prestar sus servicios profesionales a la Oficina de Tecnologías de la Información y las Comunicaciones para apoyar las actividades relacionadas con el desarrollo de nuevas Soluciones Informáticas relacionadas con las aplicaciones del SUI que le sean asignadas bajo los lineamientos definidos en el proceso Gestión de Tecnologías de la Información y enmarcados en el proyecto de inversión Fortalecimiento de los Servicios de TIC en la Superservicios,65600000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1684017&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,28/12/2018,83004418,"Prestar servicios profesionales a la Dirección Territorial Occidente en la revisión, análisis y tipificación de los trámites recibidos, la creación de expedientes virtuales y proyección de las comunic","Prestar servicios profesionales a la Dirección Territorial Occidente en la revisión, análisis y tipificación de los trámites recibidos, la creación de expedientes virtuales y proyección de las comunicaciones que sean del caso.",19136000,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.638546&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/01/2020,40009420,"Prestar servicios profesionales para realizar el control y seguimiento de los aspectos técnicos-operativos derivados de los procesos de inspección, vigilancia y control de los prestadores del servicio","Prestar servicios profesionales para realizar el control y seguimiento de los aspectos técnicos-operativos derivados de los procesos de inspección, vigilancia y control de los prestadores del servicio público de acueducto y alcantarillado",47105328,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1078601&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/01/2021,040012321,"Prestar sus servicios profesionales para fortalecer técnicamente el esquema de inspección, vigilancia y control de la calidad de agua en el marco del proyecto de inversión MEJORAMIENTO DE LAS ACCIONE","Prestar sus servicios profesionales para fortalecer técnicamente el esquema de inspección, vigilancia y control de la calidad de agua en el marco del proyecto de inversión MEJORAMIENTO DE LAS ACCIONES DE VIGILANCIA Y CONTROL DE LA CALIDAD DEL AGUA EN LOS PRESTADORES DEL SERVICIO DE ACUEDUCTO",96387200,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1702027&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/02/2019,085001219,Contratar Los servicios profesionales para analizar y sustanciar 120 actuaciones mensuales o proporcionales según reparto que sean necesarias dentro de los radicados que resuelvan los trámites que le,Contratar Los servicios profesionales para analizar y sustanciar 120 actuaciones mensuales o proporcionales según reparto que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a esta territorial a través del sistema que la entidad disponga para ello.,31200000,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.734247&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,02/10/2018,SSPD-MC-84008-2018,"EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA PLANTA ELECTRICA DE LA DIRECCION TERRITORIAL ORIENTE DE LA SUPERSERVICIOS, LA LIMPIEZA DEL TABLERO DESPLAZADOR DE HUMEDAD, LA LIMPIEZA E INSPECCION DE LA","EL MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LA PLANTA ELECTRICA DE LA DIRECCION TERRITORIAL ORIENTE DE LA SUPERSERVICIOS, LA LIMPIEZA DEL TABLERO DESPLAZADOR DE HUMEDAD, LA LIMPIEZA E INSPECCION DE LA SUBESTACION ELECTRICA, AL IGUAL QUE EL SUMINISTRO E INSTALACION DE UNA REJA PARA LA SUBESTACION EN VARILLA CUADRADA",1800000,DIRECCION TERRITORIAL ORIENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.552927&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,05/02/2021,040006421,Prestar sus servicios profesionales desde el componente técnico para la recopilación de la información para el diagnóstico de los prestadores de la región seleccionada y apoyar en el consolidación y a,"Prestar sus servicios profesionales desde el componente técnico para la
recopilación de la información para el diagnóstico de los prestadores de la región
seleccionada y apoyar en el consolidación y análisis del inventario de prestadores de
áreas rurales en el marco del proyecto rural",33740000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1736598&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/01/2021,040002121,"Prestar servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para analizar, proyectar, revisar y hacer seguimiento a todos lo","Prestar servicios profesionales a la Dirección de Investigaciones de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo para analizar, proyectar, revisar y hacer seguimiento a todos los actos administrativos relacionados con los procesos de investigación adelantados a los prestadores de acueducto, alcantarillado y aseo; emitir análisis legales, rendir los informes especializados requeridos , apoyar en los asuntos jurídicos que correspondan y que estén relacionados con las funcion",176586652,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1650466&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,27/12/2018,80014618,Prestar servicios profesionales jurídicos para analizar y sustanciar,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la Dirección General Territorial,21583330,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.637423&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/01/2020,82007120,DTN 066 DE 2020,El contratista se obliga a prestar sus servicios profesionales para sustanciar y proyectar los actos administrativos que resuelvan los trámites que les sean asignados a través del Sistema que la entidad disponga para ello.,24266656,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1063338&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/01/2021,013002421,"Prestar servicios profesionales para ejercer la representación judicial de la SSPD, en los procesos prejurídicos y jurídicos en los que la entidad actúe como accionante o como accionada y que le sean","Prestar servicios profesionales para ejercer la representación judicial de la SSPD, en los procesos prejurídicos y jurídicos en los que la entidad actúe como accionante o como accionada y que le sean asignados por parte del Coordinador del Grupo de Defensa Judicial",88799978,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1680245&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/07/2020,40019420,Prestar sus servicios profesionales para apoyar técnicamente la recopilación de información en la zona priorizada para el desarrollo del documento para la identificación de prestadores rurales en serv,"Prestar sus servicios profesionales para apoyar técnicamente la recopilación de información en la zona priorizada para el desarrollo del documento para la identificación de prestadores rurales en servicios pùblicos en el marco del proyecto Desarrollo de un esquema para la vigilancia, inspección y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales.",18625000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1354935&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2019,053000819,"Prestar servicios profesionales, financieros y contables, en la Dirección Financiera","Prestar servicios profesionales, financieros y contables, en la Dirección Financiera, específicamente en el Grupo de Contribuciones y Cuentas por Cobrar, para apoyar las actividades de dicho grupo dentro del Procedimiento de Gestión de Contribuciones.",48949991,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.664277&isFromPublicArea=True&isModal=true&asPopupView=true
